Timestamp,ID Car,ID Route,Speed,Distance,FuelConsumption,CO2Emission,longitude(lon),latitude(lat),Tanque
5.8,0_run3,0_run3,0.7566261307189088,0.1505915480237503,1154.5736343762683,3561.7106464343788,2015.6994929039301,1276.5647274584178,41,0713
13.9,0_run3,0_run3,10.0,80.25089227288132,582.51,1796.8000000000002,1936.501764953693,1266.7234456285967,34,7802
22.0,0_run3,0_run3,10.0,161.25089227288132,582.51,1796.8000000000002,1855.6861290121992,1261.7514032427075,28,4891
30.2,0_run3,0_run3,10.0,243.2508922728813,582.51,1796.8000000000002,1831.0198036395202,1311.6873649566203,22,1203
38.3,0_run3,0_run3,10.0,324.2508922728813,582.51,1796.8000000000002,1841.8742136514181,1391.9564770129757,15,8292
46.4,0_run3,0_run3,10.0,405.2508922728813,582.51,1796.8000000000002,1851.8544245426503,1472.3422201878998,9,5381
54.4,0_run3,0_run3,10.0,485.2508922728813,582.51,1796.8000000000002,1844.7209601827558,1544.6107889602183,3,3246
62.5,0_run3,0_run3,10.0,612.67,582.51,1796.8000000000002,1720.3616360176818,1615.9297597728798,50,0000
86.7,0_run3,0_run3,10.0,694.67,582.51,1796.8000000000002,1666.1339986678818,1677.0167959163443,31,2043
94.8,0_run3,0_run3,10.0,775.67,582.51,1796.8000000000002,1611.4479176058712,1735.793256866824,24,9132
102.9,0_run3,0_run3,10.0,856.6700000000001,582.51,1796.8000000000002,1542.424279270978,1778.1605492525157,18,6221
111.0,0_run3,0_run3,10.0,937.67,582.51,1796.8000000000002,1475.1441467221644,1823.17802289282,12,3310
119.2,0_run3,0_run3,10.0,1019.6699999999998,582.51,1796.8000000000002,1403.3777490933894,1862.5780756156908,5,9622
127.3,0_run3,0_run3,10.0,1100.67,582.51,1796.8000000000002,1323.1899999999998,1872.2888837209302,50,0000
151.5,0_run3,0_run3,10.0,1181.67,582.51,1796.8000000000002,1242.2398188702437,1870.3503690286684,31,2043
159.7,0_run3,0_run3,10.0,1263.67,582.51,1796.8000000000002,1160.9076285968497,1860.910467179104,24,8356
167.8,0_run3,0_run3,10.0,1344.67,582.51,1796.8000000000002,1080.3218476309871,1866.2819078052826,18,5445
175.9,0_run3,0_run3,10.0,1425.6700000000003,582.51,1796.8000000000002,1017.9155003366667,1827.8598138979519,12,2534
