Timestamp,ID Car,ID Route,Speed,Distance,FuelConsumption,CO2Emission,longitude(lon),latitude(lat),Tanque
1.0,176,176,2.0560150239774533,1.0629715837536304,1171.1155769704394,3671.616707958985,1671.7269289716014,1254.4848944338323,48,4385
2.6,176,176,10.0,16.292372252746286,673.7222222222221,2112.222222222222,1656.5010412222261,1254.2970553148543,47,0012
4.1,176,176,10.0,31.292372252746286,673.7222222222221,2112.222222222222,1641.5132694216563,1253.6539629787305,45,6538
5.8,176,176,10.0,48.29237225274629,673.7222222222221,2112.222222222222,1624.55212215532,1252.5355659961813,44,1267
7.5,176,176,10.0,65.29237225274629,673.7222222222221,2112.222222222222,1612.7347304129391,1258.1045615577318,42,5996
9.3,176,176,10.0,83.29237225274629,673.7222222222221,2112.222222222222,1616.8162964814546,1275.6347410030826,40,9827
10.9,176,176,10.0,99.29237225274629,673.7222222222221,2112.222222222222,1620.444355209024,1291.217122732283,39,5454
12.6,176,176,10.0,116.29237225274629,673.7222222222221,2112.222222222222,1624.2991676070665,1307.7734033195588,38,0183
14.3,176,176,10.0,133.2923722527463,673.7222222222221,2112.222222222222,1628.153980005109,1324.3296839068346,36,4912
16.1,176,176,10.0,151.2923722527463,673.7222222222221,2112.222222222222,1632.2355460736244,1341.8598633521854,34,8742
17.9,176,176,10.0,169.2923722527463,673.7222222222221,2112.222222222222,1638.6261560682171,1358.026042277625,33,2573
19.7,176,176,10.0,187.2923722527463,673.7222222222221,2112.222222222222,1656.544678450307,1358.0728872092,31,6404
20.8,176,176,10.0,198.2923722527463,673.7222222222221,2112.222222222222,1667.53906714292,1357.7249153775242,30,6522
22.5,176,176,10.0,215.2923722527463,673.7222222222221,2112.222222222222,1684.530395122413,1357.1871407285712,29,1251
23.5,176,176,10.0,225.2923722527463,673.7222222222221,2112.222222222222,1694.5252939338793,1356.8708026997751,28,2268
25.1,176,176,10.0,241.2923722527463,673.7222222222221,2112.222222222222,1710.5051322892675,1356.091059143107,26,7896
26.8,176,176,10.0,258.2923722527463,673.7222222222221,2112.222222222222,1727.4782996585811,1355.1392096103416,25,2625
28.4,176,176,10.0,274.2923722527463,673.7222222222221,2112.222222222222,1743.453045417935,1354.2433512265623,23,8252
30.2,176,176,10.0,292.2923722527463,673.7222222222221,2112.222222222222,1761.3368466153304,1354.1979580490417,22,2083
32.0,176,176,10.0,310.2923722527463,673.7222222222221,2112.222222222222,1767.7164033627125,1369.8680907548965,20,5913
33.7,176,176,10.0,327.2923722527463,673.7222222222221,2112.222222222222,1769.9689419074869,1386.7140431290152,19,0642
35.2,176,176,10.0,342.2923722527463,673.7222222222221,2112.222222222222,1772.1770030052942,1401.5496903059252,17,7168
36.8,176,176,10.0,358.2923722527463,673.7222222222221,2112.222222222222,1774.6925880244535,1417.351001671614,16,2795
38.8,176,176,10.0,378.2923722527463,673.7222222222221,2112.222222222222,1777.8370692984029,1437.1026408787254,14,4829
40.5,176,176,10.0,395.2923722527463,673.7222222222221,2112.222222222222,1780.5098783812598,1453.89153420477,12,9558
42.3,176,176,10.0,413.2923722527463,673.7222222222221,2112.222222222222,1783.339911527814,1471.66800949117,11,3389
43.9,176,176,10.0,429.2923722527463,673.7222222222221,2112.222222222222,1785.8554965469734,1487.4693208568592,9,9016
45.6,176,176,10.0,446.2923722527463,673.7222222222221,2112.222222222222,1788.6078942782783,1504.2449793308933,8,3745
47.4,176,176,10.0,464.2923722527463,673.7222222222221,2112.222222222222,1791.6832036225173,1521.9806674668475,6,7576
49.2,176,176,10.0,482.2923722527463,673.7222222222221,2112.222222222222,1794.7585129667566,1539.7163556028017,5,1406
50.8,176,176,10.0,498.2923722527463,673.7222222222221,2112.222222222222,1797.4921212727468,1555.48141172365,3,7034
52.8,176,176,10.0,539.74,0.0,0.0,1754.23539532066,1593.2734698305321,3,7034
54.3,176,176,10.0,554.74,673.7222222222221,2112.222222222222,1741.1407682003687,1600.5852147599041,50,0000
58.7,176,176,10.0,564.74,673.7222222222221,2112.222222222222,1732.9435934081087,1606.2968056243603,46,0475
60.3,176,176,10.0,580.74,673.7222222222221,2112.222222222222,1720.248129823599,1616.02781723098,44,6102
61.9,176,176,10.0,596.74,673.7222222222221,2112.222222222222,1708.1408024547559,1626.487279428323,43,1729
63.5,176,176,10.0,612.7400000000001,673.7222222222221,2112.222222222222,1697.0680648924815,1637.987691228171,41,7357
64.5,176,176,10.0,622.7400000000001,673.7222222222221,2112.222222222222,1690.5253858591627,1645.5500085523963,40,8374
66.1,176,176,10.0,638.74,673.7222222222221,2112.222222222222,1680.1085778895128,1657.6904704298368,39,4001
67.9,176,176,10.0,656.74,673.7222222222221,2112.222222222222,1669.5617256467724,1672.2763764573895,37,7832
69.6,176,176,10.0,673.74,673.7222222222221,2112.222222222222,1659.6008096397397,1686.0519543723005,36,2561
71.4,176,176,10.0,691.74,673.7222222222221,2112.222222222222,1648.826112796721,1700.466575620197,34,6391
73.2,176,176,10.0,709.74,673.7222222222221,2112.222222222222,1637.7342918082156,1714.6410517057523,33,0222
74.9,176,176,10.0,726.74,673.7222222222221,2112.222222222222,1625.280588827075,1726.2122088063395,31,4951
76.7,176,176,10.0,744.74,673.7222222222221,2112.222222222222,1610.4903168128933,1736.4299973643838,29,8782
78.4,176,176,10.0,761.74,673.7222222222221,2112.222222222222,1595.8466525781912,1745.0491039729502,28,3511
80.2,176,176,10.0,779.7400000000001,673.7222222222221,2112.222222222222,1580.578731460982,1754.5786091941616,26,7341
82.0,176,176,10.0,797.7400000000001,673.7222222222221,2112.222222222222,1565.289920864201,1764.083486145887,25,1172
83.7,176,176,10.0,814.7400000000001,673.7222222222221,2112.222222222222,1550.8048212529914,1772.9861983773737,23,5901
85.5,176,176,10.0,832.7400000000001,673.7222222222221,2112.222222222222,1535.8940222145263,1783.0387434488662,21,9732
87.3,176,176,10.0,850.74,673.7222222222221,2112.222222222222,1521.3542728928198,1793.6269432882414,20,3562
89.1,176,176,10.0,868.74,673.7222222222221,2112.222222222222,1506.1896006763786,1803.3246540062435,18,7393
90.7,176,176,10.0,884.74,673.7222222222221,2112.222222222222,1492.7098920395422,1811.9448413111343,17,3020
92.5,176,176,10.0,902.74,673.7222222222221,2112.222222222222,1477.545219823101,1821.6425520291364,15,6851
94.3,176,176,10.0,920.74,673.7222222222221,2112.222222222222,1462.3805476066598,1831.3402627471385,14,0681
96.1,176,176,10.0,938.74,673.7222222222221,2112.222222222222,1446.8689664836436,1840.466445829414,12,4512
97.9,176,176,10.0,1012.86,673.7222222222221,2112.222222222222,1364.6139144736842,1869.0980592105263,10,8343
99.7,176,176,10.0,1030.86,673.7222222222221,2112.222222222222,1346.7378999974626,1871.2095471834025,9,2173
101.6,176,176,10.0,1049.8600000000001,673.7222222222221,2112.222222222222,1327.8,1872.4121744186048,7,5106
103.4,176,176,10.0,1067.8600000000001,673.7222222222221,2112.222222222222,1309.8,1872.11,5,8937
105.1,176,176,10.0,1084.8600000000001,673.7222222222221,2112.222222222222,1292.8252298050138,1871.4271309192202,4,3665
106.7,176,176,10.0,1100.8600000000001,673.7222222222221,2112.222222222222,1276.8393749832992,1870.7537499992577,50,0000
111.5,176,176,10.0,1118.8600000000001,673.7222222222221,2112.222222222222,1258.8488740142434,1870.393529226386,45,6882
113.4,176,176,10.0,1137.8600000000001,673.7222222222221,2112.222222222222,1239.8499762884683,1870.3326664910255,43,9814
115.2,176,176,10.0,1155.86,673.7222222222221,2112.222222222222,1221.9282044227011,1868.8542200809266,42,3645
116.8,176,176,10.0,1171.86,673.7222222222221,2112.222222222222,1206.093641167979,1866.6140511350543,40,9272
118.7,176,176,10.0,1190.86,673.7222222222221,2112.222222222222,1187.3737428555805,1863.3823791614184,39,2204
120.5,176,176,10.0,1208.86,673.7222222222221,2112.222222222222,1169.497624350824,1861.409422361442,37,6035
122.4,176,176,10.0,1227.86,673.7222222222221,2112.222222222222,1150.6001525153247,1862.0224181410817,35,8967
124.2,176,176,10.0,1245.86,673.7222222222221,2112.222222222222,1132.6014787355384,1861.9564889330973,34,2798
125.7,176,176,10.0,1260.86,673.7222222222221,2112.222222222222,1117.60258391905,1861.9015479264435,32,9324
127.1,176,176,10.0,1274.86,673.7222222222221,2112.222222222222,1103.65004975834,1862.8933502159994,31,6748
128.9,176,176,10.0,1292.86,673.7222222222221,2112.222222222222,1085.8170018178619,1865.1544481866938,30,0578
130.7,176,176,10.0,1310.8600000000001,673.7222222222221,2112.222222222222,1068.1789789029535,1868.7349620253165,28,4409
132.6,176,176,10.0,1329.86,673.7222222222221,2112.222222222222,1049.6595060075474,1872.9243405243296,26,7341
134.4,176,176,10.0,1347.86,673.7222222222221,2112.222222222222,1032.396309249874,1878.0164310934601,25,1172
136.3,176,176,10.0,1366.86,673.7222222222221,2112.222222222222,1016.4096748400852,1887.4820602345417,23,4104
138.1,176,176,10.0,1384.86,673.7222222222221,2112.222222222222,1004.2145788912579,1900.7182009594883,21,7935
139.9,176,176,10.0,1402.86,673.7222222222221,2112.222222222222,992.0194829424307,1913.954341684435,20,1766
141.8,176,176,10.0,1421.8600000000001,673.7222222222221,2112.222222222222,975.9689339697693,1913.7203579952268,18,4698
143.3,176,176,10.0,1436.86,673.7222222222221,2112.222222222222,963.9861187930984,1904.9585849465507,17,1224
145.2,176,176,10.0,1455.86,673.7222222222221,2112.222222222222,945.2880069714989,1901.599737543572,15,4156
147.1,176,176,10.0,1474.86,673.7222222222221,2112.222222222222,926.5840906294853,1898.2765880664344,13,7088
148.9,176,176,10.0,1492.86,673.7222222222221,2112.222222222222,911.3919277298062,1896.6540178285102,12,0919
150.8,176,176,10.0,1511.86,673.7222222222221,2112.222222222222,925.4687371027651,1909.426648782501,10,3851
152.6,176,176,10.0,1529.86,673.7222222222221,2112.222222222222,938.5840456431536,1921.7583091286308,8,7682
154.5,176,176,10.0,1548.8600000000001,673.7222222222221,2112.222222222222,951.9876446746229,1935.2265795991896,7,0614
156.3,176,176,10.0,1566.8600000000001,673.7222222222221,2112.222222222222,964.6780297230354,1947.9939743301059,5,4445
