Timestamp,ID Car,ID Route,Speed,Distance,FuelConsumption,CO2Emission,longitude(lon),latitude(lat),Tanque
0.5,150,150,0.9589515241266275,0.24521967783248227,1067.8296710063032,3294.081163881997,1790.1539040628684,1919.119906896943,49,2881
2.1,150,150,10.0,16.24521967783248,582.51,1796.8000000000002,1802.8021048634198,1909.3255762999124,48,0454
3.7,150,150,10.0,32.24521967783248,582.51,1796.8000000000002,1815.2382866139978,1899.3306955168807,46,8027
5.4,150,150,10.0,49.24521967783248,582.51,1796.8000000000002,1807.6882859670886,1885.488232329961,45,4824
7.0,150,150,10.0,65.24521967783248,582.51,1796.8000000000002,1797.245194099903,1873.365877720732,44,2397
8.6,150,150,10.0,81.24521967783248,582.51,1796.8000000000002,1786.1165520157633,1861.8708309067345,42,9970
10.2,150,150,10.0,97.24521967783248,582.51,1796.8000000000002,1774.9318500110846,1850.4292537489882,41,7543
11.9,150,150,10.0,114.24521967783248,582.51,1796.8000000000002,1763.0105203271073,1838.3093201104296,40,4340
13.5,150,150,10.0,130.2452196778325,582.51,1796.8000000000002,1751.635904158654,1827.0588304969851,39,1913
15.1,150,150,10.0,146.2452196778325,582.51,1796.8000000000002,1738.4366834729974,1824.334695690215,37,9486
16.7,150,150,10.0,162.2452196778325,582.51,1796.8000000000002,1726.4759264125973,1834.9544549742802,36,7059
18.4,150,150,10.0,179.2452196778325,582.51,1796.8000000000002,1715.276945907174,1847.6970994970147,35,3855
19.9,150,150,10.0,194.2452196778325,582.51,1796.8000000000002,1706.1899430360527,1859.6266024013926,34,2205
21.6,150,150,10.0,211.2452196778325,582.51,1796.8000000000002,1695.9224745369133,1873.1771765947335,32,9002
23.2,150,150,10.0,227.2452196778325,582.51,1796.8000000000002,1685.7954289742152,1885.5467153983757,31,6575
24.8,150,150,10.0,243.2452196778325,582.51,1796.8000000000002,1672.7224792716866,1887.5104331890104,30,4148
26.5,150,150,10.0,260.2452196778325,582.51,1796.8000000000002,1662.6090380105197,1873.8631489469647,29,0944
28.1,150,150,10.0,276.2452196778325,582.51,1796.8000000000002,1653.481911144146,1860.7339046052032,27,8517
29.7,150,150,10.0,292.2452196778325,582.51,1796.8000000000002,1645.1410937954379,1847.081034532369,26,6091
31.4,150,150,10.0,309.2452196778325,582.51,1796.8000000000002,1636.2789753624356,1832.5748600799827,25,2887
33.0,150,150,10.0,325.2452196778325,582.51,1796.8000000000002,1628.7979661591241,1818.4340258515667,24,0460
34.6,150,150,10.0,341.2452196778325,582.51,1796.8000000000002,1621.394388043928,1804.2501516440443,22,8033
36.3,150,150,10.0,358.24521967783255,582.51,1796.8000000000002,1613.818242600859,1789.0268836091277,21,4830
37.9,150,150,10.0,374.24521967783255,582.51,1796.8000000000002,1606.8468628486164,1774.6227827975088,20,2403
39.5,150,150,10.0,390.24521967783255,582.51,1796.8000000000002,1599.8754830963737,1760.2186819858898,18,9976
41.2,150,150,10.0,407.2452196778325,582.51,1796.8000000000002,1589.6224596998154,1749.1775720448636,17,6772
42.8,150,150,10.0,423.24521967783255,582.51,1796.8000000000002,1575.9451858821924,1757.4592309598522,16,4345
44.4,150,150,10.0,439.24521967783255,582.51,1796.8000000000002,1562.3551320183867,1765.908010472497,15,1919
46.0,150,150,10.0,455.24521967783255,582.51,1796.8000000000002,1548.7091145287116,1774.2659636655492,13,9492
47.7,150,150,10.0,472.24521967783255,582.51,1796.8000000000002,1534.7280150280415,1783.9097672754694,12,6288
49.3,150,150,10.0,488.24521967783255,582.51,1796.8000000000002,1521.8132403936886,1793.3334365121725,11,3861
51.0,150,150,10.0,505.24521967783255,582.51,1796.8000000000002,1507.4910499670498,1802.4923855236189,10,0658
52.7,150,150,10.0,522.2452196778326,582.51,1796.8000000000002,1493.168859540411,1811.6513345350654,8,7454
54.3,150,150,10.0,538.2452196778326,582.51,1796.8000000000002,1479.6891509035743,1820.2715218399562,7,5027
56.0,150,150,10.0,555.2452196778326,582.51,1796.8000000000002,1465.3669604769352,1829.4304708514026,6,1824
57.6,150,150,10.0,571.2452196778326,582.51,1796.8000000000002,1451.7265347604891,1837.794502659762,4,9397
59.3,150,150,10.0,588.2452196778326,582.51,1796.8000000000002,1436.794950266466,1845.9158650931604,3,6193
60.9,150,150,10.0,604.2452196778326,582.51,1796.8000000000002,1422.7241367851013,1853.5273043035907,50,0000
65.7,150,150,10.0,645.9100000000001,582.51,1796.8000000000002,1369.579649122807,1868.512807017544,46,2719
67.4,150,150,10.0,662.9100000000001,582.51,1796.8000000000002,1352.6961513157894,1870.5026644736843,44,9516
69.1,150,150,10.0,679.9100000000001,582.51,1796.8000000000002,1335.79637387063,1872.3285308987865,43,6312
70.7,150,150,10.0,695.9100000000002,582.51,1796.8000000000002,1319.8000000000002,1872.2244932735425,42,3885
72.4,150,150,10.0,712.9100000000001,582.51,1796.8000000000002,1302.8169522643818,1871.802288861689,41,0682
74.0,150,150,10.0,728.9100000000001,582.51,1796.8000000000002,1294.4897014925373,1881.63,39,8255
75.7,150,150,10.0,745.9100000000001,582.51,1796.8000000000002,1293.9530132298014,1898.621321473036,38,5051
77.3,150,150,10.0,761.91,582.51,1796.8000000000002,1290.4921930400524,1914.2192317793829,37,2624
78.9,150,150,10.0,777.91,582.51,1796.8000000000002,1286.284707813526,1929.6571831910703,36,0198
