Timestamp,ID Car,ID Route,Speed,Distance,FuelConsumption,CO2Emission,longitude(lon),latitude(lat),Tanque
0.4,146,146,0.7259203475986061,0.14709416663866726,1085.8788324888953,3349.7828815114103,1495.4870709820996,1230.5546984335267,49,4209
2.0,146,146,10.0,16.147094166638666,582.51,1796.8000000000002,1492.9643393188553,1214.7543021496792,48,1782
3.6,146,146,10.0,32.14709416663867,582.51,1796.8000000000002,1490.3691803444517,1198.9655727249858,46,9355
5.3,146,146,10.0,49.14709416663867,582.51,1796.8000000000002,1487.6118239341479,1182.190047711249,45,6151
6.9,146,146,10.0,65.14709416663867,582.51,1796.8000000000002,1485.1081749151328,1166.3929235527842,44,3724
8.5,146,146,10.0,81.14709416663867,582.51,1796.8000000000002,1495.0135436148994,1157.9040993053156,43,1298
10.1,146,146,10.0,97.14709416663867,582.51,1796.8000000000002,1510.9750837596566,1159.0317111547624,41,8871
11.8,146,146,10.0,114.14709416663867,582.51,1796.8000000000002,1527.929971161861,1160.278888257178,40,5667
13.4,146,146,10.0,130.14709416663868,582.51,1796.8000000000002,1543.8339762109727,1162.025388771139,39,3240
15.0,146,146,10.0,146.14709416663865,582.51,1796.8000000000002,1559.6924454931577,1164.1362608350626,38,0813
16.6,146,146,10.0,162.14709416663868,582.51,1796.8000000000002,1575.5849208855932,1165.955765803571,36,8386
18.3,146,146,10.0,179.14709416663868,582.51,1796.8000000000002,1592.5566594244303,1166.0973592568128,35,5183
19.8,146,146,10.0,194.14709416663868,582.51,1796.8000000000002,1607.5406843365802,1165.5645129160587,34,3533
21.5,146,146,10.0,211.14709416663868,582.51,1796.8000000000002,1624.4590397116174,1163.9118476907142,33,0329
23.1,146,146,10.0,227.14709416663868,582.51,1796.8000000000002,1640.3449634413575,1162.0812460518546,31,7902
24.7,146,146,10.0,243.14709416663868,582.51,1796.8000000000002,1656.1137020782312,1159.3741847733465,30,5475
26.4,146,146,10.0,260.1470941666387,582.51,1796.8000000000002,1672.9379613506276,1156.8939442170758,29,2272
28.0,146,146,10.0,276.1470941666387,582.51,1796.8000000000002,1688.8031298899534,1154.8295247414205,27,9845
29.6,146,146,10.0,292.1470941666387,582.51,1796.8000000000002,1704.6682984292793,1152.7651052657652,26,7418
31.3,146,146,10.0,309.1470941666387,582.51,1796.8000000000002,1721.525040002313,1150.5716595728813,25,4215
32.9,146,146,10.0,325.1470941666386,582.51,1796.8000000000002,1732.9277994477916,1158.5642498971222,24,1788
34.5,146,146,10.0,341.1470941666386,582.51,1796.8000000000002,1735.878955089372,1174.2891730441108,22,9361
36.2,146,146,10.0,358.1470941666386,582.51,1796.8000000000002,1739.0145579585512,1190.996903887786,21,6157
37.8,146,146,10.0,374.1470941666386,582.51,1796.8000000000002,1741.9657136001315,1206.7218270347746,20,3730
39.4,146,146,10.0,390.1470941666387,582.51,1796.8000000000002,1744.9168692417118,1222.446750181763,19,1303
41.0,146,146,10.0,406.1470941666387,582.51,1796.8000000000002,1747.868024883292,1238.1716733287517,17,8877
42.7,146,146,10.0,423.1470941666386,582.51,1796.8000000000002,1750.792318003566,1254.91575448695,16,5673
44.3,146,146,10.0,439.1470941666386,582.51,1796.8000000000002,1753.2359358462747,1270.72684005166,15,3246
45.9,146,146,10.0,455.1470941666386,582.51,1796.8000000000002,1755.5908513695765,1286.5526706446976,14,0819
47.5,146,146,10.0,471.1470941666386,582.51,1796.8000000000002,1757.9457668928785,1302.3785012377355,12,8392
49.2,146,146,10.0,488.1470941666386,582.51,1796.8000000000002,1760.4478646363868,1319.193446242838,11,5189
50.9,146,146,10.0,505.1470941666387,582.51,1796.8000000000002,1762.9499623798952,1336.0083912479406,10,1985
52.5,146,146,10.0,521.1470941666387,582.51,1796.8000000000002,1765.2661771341564,1351.8402304048655,8,9558
54.2,146,146,10.0,538.1470941666387,582.51,1796.8000000000002,1767.5615916014456,1368.6832063912766,7,6355
55.9,146,146,10.0,555.1470941666387,582.51,1796.8000000000002,1769.7977152197193,1385.5311727739054,6,3151
57.5,146,146,10.0,571.1470941666387,582.51,1796.8000000000002,1772.1463005910452,1401.3568371908325,5,0724
59.1,146,146,10.0,587.1470941666387,582.51,1796.8000000000002,1774.6618856102045,1417.1581485565216,3,8297
60.7,146,146,10.0,603.1470941666387,582.51,1796.8000000000002,1777.177470629364,1432.9594599222105,50,0000
65.6,146,146,10.0,619.1470941666387,582.51,1796.8000000000002,1779.6930556485236,1448.7607712878996,46,1943
67.2,146,146,10.0,635.1470941666387,582.51,1796.8000000000002,1782.2086406676829,1464.5620826535885,44,9516
68.9,146,146,10.0,652.1470941666387,582.51,1796.8000000000002,1784.8814497505398,1481.3509759796332,43,6312
70.5,146,146,10.0,668.1470941666387,582.51,1796.8000000000002,1787.397034769699,1497.1522873453223,42,3885
72.2,146,146,10.0,685.1470941666387,582.51,1796.8000000000002,1790.2830361071371,1513.9057287822573,41,0682
73.8,146,146,10.0,701.1470941666387,582.51,1796.8000000000002,1793.0166444131276,1529.6707849031054,39,8255
75.5,146,146,10.0,718.1470941666387,582.51,1796.8000000000002,1795.9211032382423,1546.4211570315067,38,5051
