Timestamp,ID Car,ID Route,Speed,Distance,FuelConsumption,CO2Emission,longitude(lon),latitude(lat),Tanque
0.8,161,161,1.6286900174137493,0.6684102535651326,1060.391457283968,3271.0897738951894,1160.1931116891228,855.1773308761914,48,8689
2.4,161,161,10.0,16.668410253565135,582.51,1796.8000000000002,1146.3839085465863,863.2521531732359,47,6262
4.0,161,161,10.0,32.668410253565135,582.51,1796.8000000000002,1137.175207955566,864.9293887608258,46,3835
5.6,161,161,10.0,48.66841025356514,582.51,1796.8000000000002,1150.9903968818662,856.8485806800177,45,1409
7.3,161,161,10.0,65.66841025356514,582.51,1796.8000000000002,1165.8019201959137,848.5119560580215,43,8205
8.9,161,161,10.0,81.66841025356514,582.51,1796.8000000000002,1180.726203632704,842.7841887862836,42,5778
10.5,161,161,10.0,97.66841025356514,582.51,1796.8000000000002,1196.0472922597853,838.186175549487,41,3351
12.1,161,161,10.0,113.66841025356516,582.51,1796.8000000000002,1211.8577106057999,837.5126860830461,40,0924
13.8,161,161,10.0,130.66841025356516,582.51,1796.8000000000002,1219.6802495614477,851.5425368095174,38,7721
15.4,161,161,10.0,146.66841025356516,582.51,1796.8000000000002,1232.4646752110045,855.7220558468471,37,5294
17.0,161,161,10.0,162.66841025356516,582.51,1796.8000000000002,1248.378131465194,855.0727105098716,36,2867
18.6,161,161,10.0,178.66841025356516,582.51,1796.8000000000002,1264.0418212314332,858.0859885173487,35,0440
20.2,161,161,10.0,194.66841025356516,582.51,1796.8000000000002,1279.2255287500725,863.1296567212147,33,8013
21.8,161,161,10.0,210.66841025356516,582.51,1796.8000000000002,1294.1471332451579,868.8276172631846,32,5586
23.5,161,161,10.0,227.66841025356516,582.51,1796.8000000000002,1309.5178389561186,876.0886674676946,31,2383
25.1,161,161,10.0,243.66841025356516,582.51,1796.8000000000002,1322.7930763735872,884.9740927637416,29,9956
26.7,161,161,10.0,259.6684102535652,582.51,1796.8000000000002,1331.2752863477906,898.2525069194355,28,7529
28.4,161,161,10.0,276.6684102535652,582.51,1796.8000000000002,1335.7352519618416,914.6437155744816,27,4325
30.0,161,161,10.0,292.6684102535651,582.51,1796.8000000000002,1348.967446844471,918.9247704609937,26,1899
31.6,161,161,10.0,308.6684102535651,582.51,1796.8000000000002,1364.8056438973458,916.6549062598958,24,9472
33.3,161,161,10.0,325.6684102535651,582.51,1796.8000000000002,1381.6301874949995,914.2189927593656,23,6268
34.9,161,161,10.0,341.6684102535652,582.51,1796.8000000000002,1397.4502633866591,911.8240907302207,22,3841
36.5,161,161,10.0,357.6684102535652,582.51,1796.8000000000002,1413.260914274233,909.3625522686823,21,1414
38.2,161,161,10.0,374.6684102535652,582.51,1796.8000000000002,1430.0970150132575,907.1918088928936,19,8211
39.8,161,161,10.0,390.6684102535652,582.51,1796.8000000000002,1438.1433809109094,919.3009222630451,18,5784
41.4,161,161,10.0,406.6684102535652,582.51,1796.8000000000002,1441.1311497848021,935.0208716514888,17,3357
43.0,161,161,10.0,422.6684102535652,582.51,1796.8000000000002,1444.118918658695,950.7408210399325,16,0930
44.7,161,161,10.0,439.6684102535652,582.51,1796.8000000000002,1447.2934230872063,967.443267265154,14,7727
46.3,161,161,10.0,455.6684102535652,582.51,1796.8000000000002,1450.2811919610992,983.1632166535976,13,5300
47.9,161,161,10.0,471.6684102535652,582.51,1796.8000000000002,1453.268960834992,998.8831660420414,12,2873
49.6,161,161,10.0,488.6684102535651,582.51,1796.8000000000002,1458.2215940550043,1014.9627855052454,10,9669
51.2,161,161,10.0,504.6684102535651,582.51,1796.8000000000002,1472.911454509802,1018.9531792566747,9,7242
52.9,161,161,10.0,521.6684102535651,582.51,1796.8000000000002,1489.6305441277805,1015.8832899200403,8,4039
54.5,161,161,10.0,537.6684102535651,582.51,1796.8000000000002,1505.3551055643118,1012.9354278662719,7,1612
56.2,161,161,10.0,554.6684102535651,582.51,1796.8000000000002,1522.0333646801214,1009.6542727635788,5,8408
57.8,161,161,10.0,570.6684102535651,582.51,1796.8000000000002,1537.720302808096,1006.5151929116486,4,5982
59.5,161,161,10.0,587.6684102535651,582.51,1796.8000000000002,1554.4183638555573,1003.3389362642066,3,2778
61.1,161,161,10.0,603.6684102535652,582.51,1796.8000000000002,1570.2304711264949,1000.8994966683263,50,0000
65.9,161,161,10.0,619.6684102535652,582.51,1796.8000000000002,1586.0867107271604,998.764388515248,46,2719
67.6,161,161,10.0,636.6684102535652,582.51,1796.8000000000002,1602.9339653028676,996.4958361026024,44,9516
69.3,161,161,10.0,653.6684102535652,582.51,1796.8000000000002,1619.7812198785748,994.2272836899568,43,6312
70.9,161,161,10.0,669.6684102535652,582.51,1796.8000000000002,1627.0860344356022,984.1340213472891,42,3885
72.6,161,161,10.0,686.6684102535652,582.51,1796.8000000000002,1623.3146114141323,967.5575894984916,41,0682
74.2,161,161,10.0,702.6684102535652,582.51,1796.8000000000002,1619.7650368056902,951.9562418760939,39,8255
75.9,161,161,10.0,719.6684102535652,582.51,1796.8000000000002,1615.9936137842205,935.3798100272965,38,5051
77.5,161,161,10.0,735.6684102535652,582.51,1796.8000000000002,1612.3880129229933,919.7938400612798,37,2624
79.1,161,161,10.0,751.6684102535652,582.51,1796.8000000000002,1607.475953789322,904.5664567468982,36,0198
80.8,161,161,10.0,768.6684102535652,582.51,1796.8000000000002,1600.7460673129508,889.0051989762374,34,6994
82.4,161,161,10.0,784.6684102535652,582.51,1796.8000000000002,1587.9406871215572,880.8244367860071,33,4567
84.0,161,161,10.0,800.6684102535652,582.51,1796.8000000000002,1571.9796334030561,880.88203705585,32,2140
85.7,161,161,10.0,817.6684102535652,582.51,1796.8000000000002,1555.2234777522444,883.5943557896064,30,8937
