Timestamp,ID Car,ID Route,Speed,Distance,FuelConsumption,CO2Emission,longitude(lon),latitude(lat),Tanque
0.6,152,152,1.190316793053586,0.36582967539572175,998.7959358536415,3131.326660656049,2704.6183396860633,1303.000605323292,49,2010
2.2,152,152,10.0,15.509146485594949,673.7222222222221,2112.222222222222,2707.4472231429554,1288.1236617199563,47,7637
3.7,152,152,10.0,30.509146485594947,673.7222222222221,2112.222222222222,2710.2493339608977,1273.3875139627005,46,4162
5.6,152,152,10.0,49.50914648559495,673.7222222222221,2112.222222222222,2713.798674330291,1254.7217268035097,44,7095
7.4,152,152,10.0,67.50914648559494,673.7222222222221,2112.222222222222,2717.191183189498,1253.9937965034385,43,0925
9.1,152,152,10.0,84.50914648559494,673.7222222222221,2112.222222222222,2714.015457595831,1270.694763961662,41,5654
10.7,152,152,10.0,100.50914648559494,673.7222222222221,2112.222222222222,2711.0265393900263,1286.4133215694014,40,1282
12.4,152,152,10.0,117.50914648559494,673.7222222222221,2112.222222222222,2707.8508137963586,1303.1142890276249,38,6011
14.2,152,152,10.0,135.50914648559493,673.7222222222221,2112.222222222222,2695.1154601801627,1313.1832960658255,36,9841
16.0,152,152,10.0,153.50914648559493,673.7222222222221,2112.222222222222,2677.992903113879,1318.5029947835815,35,3672
17.7,152,152,10.0,170.50914648559495,673.7222222222221,2112.222222222222,2662.040956743638,1324.3858316927876,33,8401
19.5,152,152,10.0,188.50914648559495,673.7222222222221,2112.222222222222,2645.271059662387,1330.9223431743112,32,2232
20.5,152,152,10.0,198.50914648559495,673.7222222222221,2112.222222222222,2636.0314929499827,1334.7505863878173,31,3249
22.3,152,152,10.0,216.50914648559495,673.7222222222221,2112.222222222222,2619.364090889654,1341.5323636441383,29,7079
23.3,152,152,10.0,226.50914648559495,673.7222222222221,2112.222222222222,2610.058900365331,1345.1812609324156,28,8096
25.0,152,152,10.0,243.50914648559495,673.7222222222221,2112.222222222222,2595.220102657016,1352.6465298599928,27,2825
26.7,152,152,10.0,260.50914648559495,673.7222222222221,2112.222222222222,2600.709180615369,1368.4911830152553,25,7554
28.3,152,152,10.0,276.50914648559495,673.7222222222221,2112.222222222222,2607.4883170243556,1382.982450897225,24,3182
30.1,152,152,10.0,294.50914648559495,673.7222222222221,2112.222222222222,2606.097399608257,1396.1207418916697,22,7012
31.9,152,152,10.0,312.50914648559495,673.7222222222221,2112.222222222222,2588.129935425943,1395.330284413237,21,0843
33.6,152,152,10.0,329.50914648559495,673.7222222222221,2112.222222222222,2571.130780863769,1395.1918923815233,19,5572
34.9,152,152,10.0,342.50914648559495,673.7222222222221,2112.222222222222,2558.130853514405,1394.997442639648,18,3894
36.9,152,152,10.0,362.50914648559495,673.7222222222221,2112.222222222222,2538.133204871172,1394.5216979652262,16,5928
38.5,152,152,10.0,378.509146485595,673.7222222222221,2112.222222222222,2522.7650786062936,1398.3667192154899,15,1555
40.3,152,152,10.0,396.509146485595,673.7222222222221,2112.222222222222,2505.7153077710145,1404.1403248153317,13,5386
42.1,152,152,10.0,414.509146485595,673.7222222222221,2112.222222222222,2488.665536935735,1409.9139304151736,11,9217
43.7,152,152,10.0,430.509146485595,673.7222222222221,2112.222222222222,2473.8251691989194,1415.8235855863668,10,4844
45.5,152,152,10.0,448.509146485595,673.7222222222221,2112.222222222222,2457.56402581863,1423.5439756751987,8,8675
47.2,152,152,10.0,465.509146485595,673.7222222222221,2112.222222222222,2442.2062792928014,1430.8354552035398,7,3404
48.9,152,152,10.0,482.509146485595,673.7222222222221,2112.222222222222,2426.8485327669723,1438.1269347318812,5,8133
50.6,152,152,10.0,499.509146485595,673.7222222222221,2112.222222222222,2411.4907862411433,1445.4184142602223,4,2861
52.4,152,152,10.0,517.509146485595,673.7222222222221,2112.222222222222,2395.229642860854,1453.1388043490542,50,0000
58.1,152,152,10.0,534.509146485595,673.7222222222221,2112.222222222222,2379.871896335025,1460.4302838773954,44,8797
59.2,152,152,10.0,545.509146485595,673.7222222222221,2112.222222222222,2369.934530935959,1465.1483000427927,43,8916
61.0,152,152,10.0,563.509146485595,673.7222222222221,2112.222222222222,2353.6733875556697,1472.8686901316246,42,2747
62.7,152,152,10.0,580.509146485595,673.7222222222221,2112.222222222222,2338.315641029841,1480.1601696599657,40,7475
