Timestamp,ID Car,ID Route,Speed,Distance,FuelConsumption,CO2Emission,longitude(lon),latitude(lat)
900,14,14,1.8835001751030318,0.8573606138122071,1203.8497084543433,3713.6402874464866,2759.19684786847,984.9740532432435
900,137,137,1.8422586433575106,0.8801548958599837,1016.3529273186741,3135.2199731270393,1766.7239971787315,1362.2725013750264
900,129,129,-1.073741824E9,-1.073741824E9,-1.073741824E9,-1.073741824E9,-1.073741824E9,-1.073741824E9
900,151,151,-1.073741824E9,-1.073741824E9,-1.073741824E9,-1.073741824E9,-1.073741824E9,-1.073741824E9
900,163,163,1.9095466138096486,0.8689338932118825,1231.275045276253,3798.244894415579,1830.9263676265925,1256.5471909199457
900,74,74,1.842274316784587,0.8467421143442525,1099.8494735569384,3392.804819550541,2528.134760968285,1304.342577180718
900,182,182,1.6504002315059423,0.6740789188445477,1199.736238781516,3700.9664312100126,2195.162327457871,1075.6637596860128
900,197,197,-1.073741824E9,-1.073741824E9,-1.073741824E9,-1.073741824E9,-1.073741824E9,-1.073741824E9
900,173,173,1.632632607874259,0.670124549860622,1196.6959066982397,3691.5882966536806,2023.8613596323376,1072.2132886806314
900,15,15,1.683775877707049,0.6692805231037547,1267.8178483731056,3910.9952289740227,1914.899161099766,1568.2509901119643
900,188,188,1.641015944531815,0.6699978376861765,1249.8252474795877,3855.4914811240897,2341.1395220589034,1113.2718274218398
900,174,174,2.08,0.9360000000000002,1334.5895240294403,4116.9539993088,1797.673363265306,1575.6292816326531
900,96,96,-1.073741824E9,-1.073741824E9,-1.073741824E9,-1.073741824E9,-1.073741824E9,-1.073741824E9
900,169,169,-1.073741824E9,-1.073741824E9,-1.073741824E9,-1.073741824E9,-1.073741824E9,-1.073741824E9
900,177,177,-1.073741824E9,-1.073741824E9,-1.073741824E9,-1.073741824E9,-1.073741824E9,-1.073741824E9
900,184,184,1.6294763968037103,0.6828119369712461,1030.2396138676136,3178.0713864706318,982.8095061735919,1867.1932259664281
900,186,186,-1.073741824E9,-1.073741824E9,-1.073741824E9,-1.073741824E9,-1.073741824E9,-1.073741824E9
900,179,179,1.8149350365473684,0.8572306397182402,1008.6034861460282,3111.3144841377366,1276.8544743405087,1285.8286839047548
900,159,159,1.7637365899451263,0.8374790194903986,1063.582772698763,3280.9272464034652,2522.6011547848343,1313.5006965220593
900,161,161,1.8519784799850514,0.8712969152848226,1062.3447589633913,3277.1031464346356,1160.0180052437104,855.2797229849306
900,175,175,1.9192705348794183,0.867631172370311,1306.1162801739388,4029.127111484673,2463.8344862422096,1367.2716176109564
900,152,152,1.6921826750749926,0.6807719012203904,1250.0535343017157,3856.191835186747,2704.6771732205975,1302.6912029783084
900,160,160,1.9738366596883314,0.894058114218249,1251.5389484497612,3860.7539412964566,1084.7746534252806,1910.5699216202447
900,187,187,1.6476454270567844,0.6783742565810637,1058.0706920363205,3263.9291246103894,1124.7109864780123,1093.9476742741274
900,58,58,1.846898560802367,0.8561845213202053,1131.366445739305,3490.033643678166,1923.0572344331467,1790.5810812634625
900,193,193,1.6832370162023298,0.6834707298754894,1208.2212486708286,3727.1402702518135,1488.3908360869643,1167.1844466317489
900,77,77,1.8687364411400147,0.8607625848952329,1153.2604125354621,3557.574632437364,914.8048257281089,1899.6518939802138
900,10,10,1.9002265247688404,0.8779325632131807,1164.5161602402743,3592.296332792435,1915.7714213534218,1639.9722206269041
